,addresses,zip,lat,long
1424,2411 San Pedro Ave,78212-2833,29.457874,-98.499296
1425,6500 Bandera Rd,78238-1440,29.491068,-98.613027
1426,995 F St,78220-4303,29.408495,-98.425136
1427,1114 Onslow,78202,29.428554,-98.443861
1428,3842 Palfrey Ave E,78223-3454,29.364724,-98.420188
1429,367 Everest Ave,78209-2517,29.50484,-98.470172
1430,1315 San Pedro Ave,78212-4202,29.447038,-98.499341
1431,1000 Rio Grande N,78202,29.427256,-98.447398
1432,215 Broadview Dr W,78228-2807,29.469343,-98.57776
1433,3603 Warpath Dr,78238-3929,29.469336,-98.612966
1434,1011 Rio Grande N,78202,29.427334,-98.447397
1435,6623 Babcock Rd,78249-2303,29.557196,-98.617202
1436,846 Utopia Ln,78223-3410,29.359584,-98.424464
1437,15 Parman Place,78230-4137,29.530841,-98.539148
1438,210 Tuleta,78212-3104,29.464188,-98.478999
1439,1750 Hunt Ln,78245-1801,29.417004,-98.663134
1440,343 Brettonwood Dr,78218-4209,29.486178,-98.420302
1441,6011 Kingston,78249-4865,29.570948,-98.604124
1442,306 Inez Ave,78228-6026,29.441195,-98.56646
1443,103 Morningside Dr,78209-4731,29.482866,-98.457891
1444,4000 Ih 35 N,78214,29.385964,-98.511875
1445,110 Money Ln,78227-1536,29.433477,-98.588571
1446,8446 Country Village,78209-1000,29.515603,-98.469913
1447,125 De Chantle,78201-3818,29.479453,-98.542165
1448,401 Burr Rd,78209-5907,29.46822,-98.454062
1449,3243 Nacogdoches Rd,78217-3300,29.527768,-98.435419
1450,216 Stratford Ct,78223-2026,29.374915,-98.471551
1451,3243 Nacogdoches Rd,78217-3300,29.527768,-98.435419
1452,1106 Vance Jackson,78257,29.592858,-98.589437
1453,2510 Darwin Dr,78228-3436,29.461861,-98.599193
1454,5563 De Zavala Rd,78249-1734,29.563076,-98.597867
1455,346 Cherry Ridge Dr,78213-2941,29.50725,-98.53417
1456,8434 Ahern Dr,78216-5725,29.514616,-98.495626
1457,8106 Robin Rest Dr,78209-2435,29.510221,-98.435727
1458,4311 Newgate,78229,29.494585,-98.569293
1459,9703 Marbach Rd,78245-1823,29.417829,-98.678788
1460,4126 Grissom Rdg,78251-2836,29.473946,-98.646585
1461,22700 Bulverde Rd,78261,29.652149,-98.426256
1462,11915 Budapest,78230-2876,29.548361,-98.536308
1463,7003 Ashdale Rd,78227-1803,29.425021,-98.6283
1464,8631 Jones Maltsberger Rd,78216-5916,29.518092,-98.483685
1465,2215 Chipley Cir,78217-4912,29.529524,-98.455543
1466,2846 French Place W,78228-5307,29.453274,-98.541468
1467,12535 Prima Vista,78233-6345,29.555271,-98.398798
1468,7607 Aspen Park Dr,78249-4296,29.552569,-98.637126
1469,2108 Mannix Dr,78217-5914,29.525369,-98.459625
1470,5210 El Sueno,78233-5925,29.550619,-98.387688
1471,126 Calmar,78220-3150,29.410924,-98.435934
1472,975 Rice Rd,78220-3523,29.409104,-98.400554
1473,5913 Randolph Blvd,78233,29.539339,-98.37122
1474,219 Ashland Dr,78218-1808,29.505303,-98.408141
1475,5900 Fairshire,78242-2223,29.35171,-98.612899
1476,7300 Barlite Blvd,78224-1306,29.354432,-98.546487
1477,3847 Thousand Oaks,78217-1951,29.559546,-98.419308
1478,6301 Loop 410 Nw,78238-3800,29.46729,-98.618388
1479,3507 Piedmont Ave,78223-1367,29.382693,-98.466861
1480,8600 Mission Pkwy,78223,29.340658,-98.458851
1481,5103 Randolph Blvd,78233-6206,29.524388,-98.390199
1482,718 Haskin Dr,78209-3001,29.504943,-98.446422
1483,3831 Mahogany Cv,78261-2739,29.66886,-98.41817
1484,1221 Lombrano St,78207-1420,29.443212,-98.528757
1485,302 Laddie Place,78201-3133,29.474088,-98.539297
1486,1922 Woodlawn W,78201-5317,29.454349,-98.529251
1487,327 Sandalwood,78216-6842,29.509347,-98.489919
1488,1602 Sunbend Falls,78224-2257,29.337744,-98.537338
1489,7458 Pipe Spring Dr,78238-2734,29.490242,-98.636384
1490,12550 Leslie Rd,78023-4740,29.560861,-98.680419
1491,403 Clower St W,78212-1535,29.477569,-98.496385
1492,6800 Perez Cir,78226,29.362761,-98.578705
1493,619 Avondale Ave,78223-2616,29.370658,-98.45591
1494,2618 Nacogdoches Rd,78217-6001,29.519646,-98.448517
1495,7800 Lindbergh Landing,78235,29.348958,-98.438448
1496,3200 Loop 410 Ne,78227,29.393994,-98.648251
1497,401 Burr Rd,78209-5907,29.46822,-98.454062
1498,4000 Piedmont Ave,78223-1217,29.375691,-98.468348
1499,5103 Randolph Blvd,78233-6206,29.524388,-98.390199
1500,8419 Buck Run,78230-3812,29.518094,-98.549708
1501,4000 Piedmont Ave,78223-1217,29.375691,-98.468348
1502,1421 Clower,78201-3626,29.477686,-98.518936
1503,6602 Woodstock Dr,78223-3369,29.36304,-98.419249
1504,3215 Bob Billa,78223-2863,29.366302,-98.43637
1505,5455 Rowley Rd,78240-4719,29.504415,-98.594235
1506,3711 Pipers Field,78251-1638,29.470583,-98.645673
1507,11 Ferris Crk,78254-5599,29.538124,-98.663981
1508,7200 Stonewall Hill,78256-1667,29.645721,-98.627217
1509,98 Wonder Pkwy,78213-4456,29.48948,-98.52986
1510,1511 Santa Barbara,78201-4130,29.470377,-98.519511
1511,1508 Ridgewood Ct W,78201-4111,29.467946,-98.519675
1512,12930 Park Crossing Dr,78217,29.55951,-98.41564
1513,223 Hot Wells,78223-2517,29.368664,-98.467282
1514,6110 Rittiman,78218-4715,29.48287,-98.369553
1515,3098 Caliza,78259,29.638234,-98.433522
1516,1503 Hermine Blvd,78201-2361,29.482565,-98.519175
1517,904 Garraty Rd,78209-6155,29.474927,-98.444758
1518,8426 Broadway,78215,29.44005,-98.477843
1519,4000 Piedmont Ave,78223-1217,29.375691,-98.468348
1520,1906 Wrangler Dr,78227-2763,29.413923,-98.642582
1521,5247 Village Crest Dr,78218-3848,29.489185,-98.383903
1522,5602 Ivanhoe,78228-3564,29.461042,-98.595977
1523,3439 Roosevelt Ave,78214-2605,29.357523,-98.481261
1524,439 Irvington Dr,78209-4223,29.49401,-98.442789
1525,2700 Harry Wurzbach,78209-5004,29.491342,-98.431895
1526,900 Holbrook,78218,29.484872,-98.41622
1527,9415 Ih 35 N,78233-6604,29.525056,-98.393965
1528,440 Pinn Rd,78227-1232,29.431401,-98.623723
1529,501 Bradshaw,78209,29.488071,-98.438115
1530,3734 Highcliff Dr,78218-2420,29.512615,-98.421517
1531,2901 Mars,78226-1535,29.394957,-98.537185
1532,802 Drexel Ave E,78210-3104,29.40056,-98.458756
1533,12202 Stoney Pond,78247-4926,29.5638,-98.438972
1534,5519 Calistoga,78228-4450,29.454182,-98.596113
1535,13801 Parksite Woods,78249-1822,29.571584,-98.574901
1536,1900 Lennon Ave,78223-2562,29.371453,-98.466696
1537,4606 Amistad,78233-6902,29.542127,-98.399802
1538,7207 Snowden Rd,78240-4722,29.502187,-98.588225
1539,13809 Parksite Woods,78249-1822,29.571839,-98.574995
1540,9520 Kriewald Rd,78245-9504,29.390549,-98.671972
1541,7135 Snowden Rd,78240-4756,29.501145,-98.589256
1542,606 Presa St N,78205-2611,29.426233,-98.488676
1543,857 Sunshine E,78228-2518,29.473513,-98.558724
1544,6850 Raintree Path,78233-7402,29.579596,-98.355661
1545,7031 Old Pearsall Rd,78252-2709,29.329453,-98.637
1546,855 Sunshine E,78228-2918,29.473487,-98.558447
1547,4741 Fredericksburg Rd,78229-3643,29.495446,-98.555434
1548,4519 De Zavala Rd,78249-2019,29.569665,-98.575599
1549,5602 Sunkist,78228-5615,29.450964,-98.597735
1550,3817 Candlebluff Dr,78244-1963,29.460192,-98.363675
1551,1200 Boling Brook,78245-1643,29.421273,-98.671443
1552,9100 Yett Ave,78221-4132,29.331915,-98.492341
1553,8150 Cross Crk,78218-1600,29.512919,-98.402904
1554,4415 Rio D'Oro,78233-6747,29.551813,-98.404728
1555,318 Lovera Blvd,78212-1143,29.484226,-98.500056
1556,3907 Salinas W,78207,29.432453,-98.54261
1557,3030 Loop 410 Ne,78227,29.394501,-98.648453
1558,7748 Marbach Rd,78227-1651,29.417798,-98.64227
1559,2547 Commerce St E,78203-1907,29.41945,-98.452478
1560,11902 Rail Dr,78233-6029,29.545806,-98.386239
1561,3421 Flores St S,78204-2808,29.389617,-98.50378
1562,510 Brookview Dr,78213-4117,29.495966,-98.511144
1563,12819 St Leger,78233-5135,29.557686,-98.37246
1564,314 Nolan St,78202-2155,29.427656,-98.478512
1565,1714 Travis St W,78207-3958,29.428696,-98.513736
1566,9107 Ridge Post,78250-3820,29.499473,-98.665626
1567,745 Vfw Blvd,78223-2962,29.369898,-98.47481
1568,5430 Havencrest Dr,78242-1318,29.366095,-98.602505
1569,631 Cincinnati Ave,78201-5538,29.449018,-98.519045
1570,5821 Culebra Rd,78228-5664,29.448505,-98.600628
1571,1237 Santa Barbara St,78201-4212,29.470359,-98.514963
1572,3610 Valley Rd,78221-5321,29.237558,-98.428561
1573,818 Loop 410 Nw,78216-5616,29.52016,-98.505126
1574,533 General Mcmullen N,78228-6206,29.439721,-98.552985
1575,814 24Th St Sw,78207-4623,29.421928,-98.543453
1576,909 Allena Dr,78213-4102,29.496154,-98.513667
1577,902 Grayson St E,78208-1222,29.443143,-98.470044
1578,5945 Fairshire,78242-2223,29.351992,-98.615217
1579,5802 Lost Crk,78247-1322,29.590428,-98.377672
1580,5802 Lost Crk,78247-1322,29.590428,-98.377672
1581,9255 Marymont Park,78217-3421,29.52467,-98.430696
1582,4934 Woodstone,78230-1122,29.552743,-98.579378
1583,6461 Bandera Rd,78238-1512,29.49085,-98.612342
1584,1412 Sonterra Blvd E,78258-4277,29.615199,-98.471535
1585,6923 Martinique,78227-3635,29.408064,-98.627691
1586,6785 Cagnon Rd,78252,29.364406,-98.707278
1587,4409 Presa St S,78223-1047,29.379934,-98.477029
1588,1910 Catalina,78201-2901,29.481362,-98.517334
1589,1426 Lullwood Ave W,78201-4521,29.465742,-98.519916
1590,21106 Santa Lucia,78259-2164,29.636192,-98.432397
1591,111 Hearne,78225-1614,29.389526,-98.521913
1592,5945 Fairmeade Dr,78242-2208,29.353437,-98.615254
1593,102 Epworth,78228,29.45083,-98.546433
1594,115 St Francis Ave,78204-2201,29.403643,-98.502487
1595,3300 Cheryl Dr W,78228-3944,29.461987,-98.568365
1596,106 Laurel St E,78212,29.441715,-98.493803
1597,3718 Electra Dr,78218-3307,29.491876,-98.423803
1598,1238 Craig Place W,78201-5745,29.451784,-98.514896
1599,10102 Us Hwy 90 W,78236,29.387049,-98.677686
1600,602 Robinhood Place,78209-3430,29.498723,-98.454058
1601,4203 Avenida Prima,78233-6821,29.547616,-98.407447
1602,1703 Donaldson Ave,78228-3028,29.465335,-98.557479
1603,1916 Austin Hwy,78218-2501,29.500009,-98.4213
1604,7403 Loop 410 Nw,78245-2488,29.44631,-98.636078
1605,10090 Commerce St W,78227-1303,29.436404,-98.631014
1606,409 Cheryl Dr E,78228-3022,29.464721,-98.556643
1607,331 Hot Wells,78223-2519,29.368675,-98.464123
1608,6785 Cagnon Rd,78252,29.364406,-98.707278
1609,4001 Piedmont Ave,78223-1201,29.375691,-98.468348
1610,6305 Cagnon Rd,78252,29.369882,-98.707294
1611,11612 Perrin Beitel,78217-2105,29.545836,-98.410539
1612,6305 Cagnon Rd,78252,29.369882,-98.707294
1613,223 El Montan Ave,78216-7301,29.500163,-98.498355
1614,626 Camaron,78205,29.439894,-98.504456
1615,4202 Tallulah Dr,78218-3539,29.491589,-98.410344
1616,1800 Southcross Blvd E,78223,29.375451,-98.468169
1617,7055 Military Dr W,78227-2939,29.409332,-98.629181
1618,6785 Cagnon Rd,78252,29.364406,-98.707278
1619,2627 Culebra Rd,78228-6357,29.447621,-98.550354
1620,1710 Donaldson Ave,78228-3027,29.46536,-98.557742
1621,10363 Sahara,78216-4500,29.53136,-98.491458
1622,301 Cevallos E,78204-1726,29.407854,-98.497689
1623,900 Holbrook,78218,29.484872,-98.41622
1624,10102 Us Hwy 90 W,78236,29.387049,-98.677686
1625,82 Griggs,78237-0703,29.439529,-98.587332
1626,3618 Fountainhead Dr,78229,29.518081,-98.557089
1627,1114 Onslow,78202,29.428554,-98.443861
1628,2618 Nacogdoches Rd,78217-6001,29.519646,-98.448517
1629,6002 Lake Kemp,78222-2409,29.388792,-98.375282
1630,7019 John Marshall,78240-2930,29.516024,-98.627766
1631,6931 Alan Hale Dr,78240-2404,29.499468,-98.594509
1632,16502 Military Hwy Nw,78231-1226,29.595825,-98.561518
1633,12115 Orsinger Ln,78230-1413,29.553333,-98.562957
1634,24619 Buck Crk,78255-2413,29.672825,-98.644953
1635,7400 Mountaintop Blvd,78216,29.503076,-98.493787
1636,4934 Golden Quail,78240-1540,29.533237,-98.588071
1637,2902 Fishers Glade,78245-3058,29.401532,-98.675861
1638,100 Brackenridge,78215,29.451704,-98.472836
1639,19818 Us Hwy 281 N,78258-7622,29.627699,-98.461356
1640,503 San Horacio N,78228-6125,29.442973,-98.559143
1641,9765 Potranco Rd,78251,29.437637,-98.680944
1642,9139 Lytle Ave,78224-2245,29.331538,-98.541442
1643,2346 Rivas St,78228-6464,29.441685,-98.547713
1644,503 Marquette,78228-4839,29.455435,-98.560333
1645,1102 Hedges St,78203-2146,29.414429,-98.446014
1646,1102 Hedges St,78203-2146,29.414429,-98.446014
1647,5534 Ghost Hawk,78242-2748,29.340185,-98.608417
1648,6500 Carmona Pass,78252,29.34537,-98.627986
1649,818 New Valley Hi Dr,78227,29.378393,-98.646509
1650,10701 Fischer Rd,,29.425173,-98.494599
1651,1509 San Angelo,78201-2345,29.485797,-98.519595
1652,3238 Loop 410 Nw,78213-2811,29.50455,-98.545618
1653,400 Roslyn Ave,78204-2447,29.397896,-98.520999
1654,6305 Cagnon Rd,78252,29.369882,-98.707294
1655,129 San Gabriel S,78237-1937,29.430154,-98.560406
1656,307 Azucena,78237-1228,29.439434,-98.576196
1657,7136 Tourant Rd,78240-2452,29.501269,-98.592201
1658,12251 Fairview Ln,78216-8507,29.552474,-98.475009
1659,1503 Wine Cup,78228,29.465544,-98.55474
1660,3226 Motley Trl,78253-5765,29.466872,-98.726751
1661,7901 Ray Bon Dr,78218,29.50655,-98.387904
1662,101 Mclane,78215,29.439623,-98.483512
1663,6014 Fishers Bend,78242-2909,29.337407,-98.615175
1664,10302 Pelican Oak Dr,78254-6726,29.541136,-98.670311
1665,103 Milford Dr,78213-4037,29.496463,-98.527442
1666,9520 Kriewald Rd,78245-9504,29.390549,-98.671972
1667,8403 Wurzbach Rd,78229-3322,29.518347,-98.574735
1668,1046 Waverly,78201-6045,29.447758,-98.528786
1669,602 Robinhood Place,78209-3430,29.498723,-98.454058
1670,1100 Vance Jackson,78257,29.592858,-98.589437
1671,1315 Elmendorf N,78207-1142,29.441656,-98.527627
1672,1707 Donaldson Ave,78228-3028,29.465352,-98.557657
1673,1043 Kentucky Ave,78201-6047,29.446674,-98.528766
1674,1529 Donaldson Ave,78228-3024,29.465183,-98.556031
1675,4742 Castle Cross,78218-4108,29.48616,-98.371821
1676,1626 Splashtown Dr,,29.425173,-98.494599
1677,1630 Peterson Ave,78224-1621,29.3437,-98.535817
1678,3436 Culebra,78228-6000,29.449359,-98.56869
1679,11300 Expo Blvd,78230-1005,29.545015,-98.572866
1680,418 Mulberry Ave W,78212-3221,29.456767,-98.500074
1681,131 Burr Rd,78209-6217,29.468205,-98.462068
1682,2815 Brad,78201-2309,29.485428,-98.524244
1683,3919 Vance Jackson,78257,29.593247,-98.589618
1684,202 Jennings Ave,78225-1624,29.391198,-98.522082
1685,4700 Erin Blvd,78217-1929,29.559646,-98.399368
1686,225 Merrimac St,78223,29.372685,-98.470794
1687,4202 Tallulah Dr,78218-3539,29.491589,-98.410344
1688,318 Saxon,78213-3562,29.499326,-98.52854
1689,4210 Moana Dr,78218-3509,29.494039,-98.410928
1690,1014 Walters St S,78210-2540,29.409358,-98.45231
1691,3519 Grant Ave,78201-3027,29.48132,-98.509543
1692,10603 Cedar Elm,78230-4337,29.53667,-98.537125
1693,3211 Leewood,78230-4901,29.516001,-98.545003
1694,1303 Callaghan Rd,78228-4310,29.449176,-98.602663
1695,1500 Laredo St S,78207,29.411319,-98.508779
1696,3492 Ww White Rd S,78222,29.368204,-98.404451
1697,8700 Crownhill Blvd,78209-1104,29.515802,-98.462861
1698,314 Rector W,78216-5718,29.516909,-98.497687
1699,3018 Thousand Oaks,78247-3503,29.575177,-98.439568
1700,1122 Russell Place W,78201-5719,29.451053,-98.508598
1701,1439 Wildwood W,78201-3063,29.479705,-98.508721
1702,6439 Old Us Hwy 90 W,78227,29.407332,-98.616362
1703,7523 Old Pearsall Rd,78252-2792,29.323002,-98.645661
1704,5717 New Braunfels Ave S,78223,29.368627,-98.46075
1705,6461 Bandera Rd,78238-1512,29.49085,-98.612342
1706,844 Ruiz St,78207-1628,29.435524,-98.51647
1707,227 Colton Dr,78209-1711,29.511072,-98.471115
1708,13615 Primwood,78233-4973,29.565182,-98.379042
1709,13607 Wycliff Rise,78231-1944,29.567648,-98.530888
1710,11025 Spurs Ranch,78245-3160,29.391861,-98.709706
1711,3946 Gayle Ave,78223-3450,29.365572,-98.417529
1712,132 Afton Oaks Blvd E,78232-1236,29.607898,-98.483913
1713,806 Aganier Ave,78212-3239,29.454108,-98.506168
1714,11330 Expo Blvd,78230-1304,29.546427,-98.575383
1715,139 Kashmuir Dr,78223-1409,29.381901,-98.450801
1716,2418 Martin Luther King Dr,78203-2426,29.413358,-98.446323
1717,131 Saipan Place,78221-2900,29.341176,-98.502154
1718,2622 Arbor Place,78228-6408,29.43921,-98.544834
1719,859 Alametos St,78212-1332,29.476941,-98.506674
1720,1727 Thompson Place,78226-1223,29.396508,-98.556776
1721,3200 Commerce St E,78220-1105,29.42003,-98.437559
1722,4855 Greatland Dr,78218-5336,29.472653,-98.397791
1723,10410 Nacogdoches Rd,78217,29.534425,-98.42853
1724,602 Prado St,78225-1723,29.388821,-98.5126
1725,1400 Rio Grande N,78202,29.430573,-98.447417
1726,3718 Electra Dr,78218-3307,29.491876,-98.423803
1727,132 Afton Oaks Blvd E,78232-1236,29.607898,-98.483913
1728,1100 Mulberry Ave E,78209-7025,29.453965,-98.470609
1729,975 Rice Rd,78220-3523,29.409104,-98.400554
1730,2600 Culebra Rd,78228-6316,29.447541,-98.549487
1731,307 Merrimac St,78223-2067,29.37354,-98.470791
1732,303 Rollins Ave,78228-5508,29.447542,-98.547905
1733,150 Ira Lee Rd,78218,29.500235,-98.421671
1734,1500 Donaldson Ave,78228-3023,29.465062,-98.554802
1735,5631 Babcock Rd,78240-1812,29.521054,-98.597966
1736,369 Club Dr,78201-3714,29.466516,-98.534318
1737,11623 West Ave,78213-1344,29.546062,-98.509258
1738,5311 Little Crk,78242-2707,29.346832,-98.602515
1739,1238 Craig Place W,78201-5745,29.451784,-98.514896
1740,1415 Button Ln,78232-4804,29.565727,-98.47233
1741,2114 Calle Estrella,78226-1569,29.391111,-98.541645
1742,101 Wonder Pkwy,78213-4458,29.489363,-98.5301
1743,215 Broadview W,78228-2807,29.469343,-98.57776
1744,240 Linda Dr,78216-7312,29.500229,-98.492274
1745,2211 Glen Ivy,78213-3006,29.511499,-98.528101
1746,4411 Thousand Oaks,78233-6801,29.550079,-98.406629
1747,4018 Legend Creek Dr,78230-5876,29.561567,-98.563
1748,12207 Melon,78247-4322,29.552653,-98.458437
1749,223 Hot Wells,78223-2517,29.368664,-98.467282
1750,227 Hot Wells,78223-2517,29.368666,-98.467045
1751,12739 O'Connor Rd,78233-5548,29.556436,-98.382611
1752,12700 O'Connor Rd,78233-5535,29.555626,-98.382608
1753,3098 Caliza Dr,78259,29.638234,-98.433522
1754,14331 O'Connor Rd,78247-1815,29.574442,-98.388621
1755,618 Huisache Ave W,78212-3248,29.455811,-98.503488
1756,5311 Rubidoux,78228-6558,29.440194,-98.59237
1757,11626 Sandman,78216-3033,29.545885,-98.501488
1758,1718 Goliad Rd,78223-2724,29.368893,-98.443661
1759,2731 Lombrano,78207,29.44429,-98.540322
1760,4915 Cambray Dr,78229-5301,29.494002,-98.582153
1761,17923 Resort Vw,78255-3337,29.612237,-98.643601
1762,126 Five Oaks Dr,78209-2406,29.507867,-98.439379
1763,8902 Presa St S,78223-4741,29.334398,-98.451696
1764,9135 Braswell,78254,29.525808,-98.647836
1765,114 Dalehurst Dr,78201-2201,29.485671,-98.528415
1766,539 Huisache Ave W,78212-3210,29.455814,-98.502562
1767,2306 Observation Dr,78227-2604,29.407364,-98.646851
1768,8103 Pinto Trl,78251-2345,29.461086,-98.656514
1769,2216 Grape Blossom,78247-4312,29.550684,-98.457201
1770,715 Stadium Dr,78212,29.459895,-98.481449
1771,506 Mcilvaine,78212-1815,29.473324,-98.500713
1772,7312 Jones Maltsberger Rd,78209-1870,29.498277,-98.481021
1773,10762 Pleasanton Rd,78221-9688,29.281297,-98.500289
1774,4838 Old Pearsall Rd,78242,29.363546,-98.591292
1775,5700 Presa St S,78223-3508,29.365668,-98.469144
1776,1207 Lombrano,78207,29.44429,-98.540322
1777,415 Burr Rd,78209-5907,29.468217,-98.453437
1778,770 Davy Crockett Rd,78226-1829,29.387272,-98.567067
1779,13615 Primwood,78233-4973,29.565182,-98.379042
1780,326 Ligustrum W,78228-4021,29.457948,-98.564764
1781,100 Ira Lee Rd,78218,29.501932,-98.421276
1782,101 Margaret,78209,29.453235,-98.471466
1783,1831 Mistletoe W,78201-5323,29.455229,-98.527229
1784,1703 Donaldson Ave,78228-3028,29.465335,-98.557479
1785,142 Evandale Dr,78227-4454,29.392425,-98.644172
1786,17310 Judson Rd,78247-4627,29.598727,-98.385155
1787,6000 Ih 10 E,78219,29.441275,-98.371764
1788,900 Jean Walk,78207-6828,29.413326,-98.535292
1789,2207 Quintana Rd,78211-2350,29.368268,-98.55962
1790,502 Huisache Ave W,78212-3209,29.455815,-98.50117
1791,5938 Magnes Ln,78227-2116,29.414853,-98.607431
1792,107 Money Ln,78227-1535,29.433678,-98.58857
1793,7500 Marbach Rd,78227-1704,29.41778,-98.63629
1794,9300 Five Forks,78245-2046,29.414335,-98.667451
1795,100 Royce,78235-1010,29.35045,-98.443269
1796,622 Huisache Ave W,78212-3248,29.455813,-98.503643
1797,335 Hermitage Ct,78223-2041,29.37196,-98.467301
1798,1809 Mistletoe W,78201-5323,29.455153,-98.52645
1799,5717 New Braunfels Ave S,78223,29.368627,-98.46075
1800,5900 Fairshire,78242-2223,29.35171,-98.612899
1801,15506 Cloud Top,78248-1347,29.590149,-98.515189
1802,13627 Larkbrook Dr,78233-4938,29.564982,-98.38041
1803,9000 Adams Hill Dr,78245,29.410457,-98.663926
1804,8150 Cross Crk,78218-1600,29.512919,-98.402904
1805,7196 Loop 1604 N E,78221,29.216218,-98.493725
1806,400 Lanark Dr,78218-1826,29.503304,-98.409209
1807,1600 Pleasanton Rd,78221-1149,29.367271,-98.504091
1808,6718 Pecan Valley Dr,78223-3120,29.360801,-98.444147
1809,809 Davy Crockett,78226-1829,29.387397,-98.567358
1810,5900 Fairshire,78242-2223,29.35171,-98.612899
1811,2209 Virginia Blvd,78203-2343,29.410859,-98.450319
1812,135 Reichert,78203-2337,29.411497,-98.449846
1813,5842 Cary Grant Dr,78240-2305,29.503517,-98.602923
1814,3803 Barrington,78217-4101,29.522751,-98.421335
1815,825 Westwood,78212-1848,29.469736,-98.507005
1816,701 Santa Monica,78212-1828,29.471522,-98.505678
1817,410 Mason St,78208-1336,29.440295,-98.469696
1818,1133 Mission Rd,78210-4505,29.385876,-98.489851
1819,702 Mason St,78208-1308,29.440296,-98.465302
1820,113 Honeysuckle Ln,78213-2526,29.51899,-98.518977
1821,9401 Ih 35 N,78233-6604,29.523643,-98.394394
1822,349 Hafer E,78214-1502,29.382177,-98.496279
1823,5800 Medina Base Rd,78242-1709,29.365441,-98.611943
1824,1201 Austin Hwy,78209-4858,29.488304,-98.445432
1825,2754 Frontier Dr,78227-4069,29.401335,-98.636423
1826,1811 Olmos Dr W,78201-4016,29.473625,-98.524701
1827,7600 Robin Rest Dr,78209-3174,29.504319,-98.436006
1828,1703 Donaldson,78228-3028,29.465335,-98.557479
1829,100 Ira Lee,78218,29.501932,-98.421276
1830,1427 Harry Wurzbach,78209-6113,29.474036,-98.435964
1831,3201 Hackberry St S,78210,29.388007,-98.473518
1832,5800 Aquarius,78214-2357,29.369021,-98.477435
1833,7552 Prue Rd,78249-5200,29.543581,-98.637372
1834,5900 Millbank,78238-5123,29.449911,-98.602829
1835,8308 York Dr,78216-6231,29.51437,-98.50083
1836,2615 Wilson Blvd,78228-3219,29.471836,-98.539483
1837,341 Lilac Ln,78209-6160,29.475853,-98.444818
1838,336 Claremont Ave,78209-6808,29.456635,-98.46219
1839,202 Cavalier Ave,78225-1606,29.390371,-98.522133
1840,700 Atlanta Ave,78212-4410,29.441016,-98.488857
1841,766 Mc Dougal Ave,78223-1545,29.381293,-98.435897
1842,9360 Ih 10 W,78230-3169,29.526257,-98.557877
1843,700 Atlanta Ave,78212-4410,29.441016,-98.488857
1844,5300 Mccullough Ave,78212-1643,29.479624,-98.491703
1845,1100 Craig Place W,78201-5708,29.451942,-98.51205
1846,307 Merrimac St,78223-2067,29.37354,-98.470791
1847,3714 Neer Ave,78213-4522,29.489322,-98.520428
1848,342 Cresham Dr,78218-4219,29.486977,-98.420247
1849,1607 Hermosa W,78201-3634,29.478466,-98.521067
1850,2228 Basse,78213-4503,29.488538,-98.522162
1851,111 Greenwich Blvd,78209-4106,29.488137,-98.454405
1852,7930 Flores St S,78221-2416,29.346673,-98.486634
1853,511 Emory,78228-5305,29.452605,-98.541732
1854,655 San Joaquin N,78228-6139,29.447637,-98.560347
1855,1045 Shook Ave,78212-2508,29.468404,-98.487045
1856,2214 Saunders,78207-4108,29.424629,-98.5236
1857,2300 Babcock Rd,78229-4804,29.504412,-98.584129
1858,1013 Arroya Vista Dr,78213-3702,29.501711,-98.50856
1859,318 Brazos St S,78207-3900,29.423942,-98.513693
1860,4301 Broadway,78215,29.44005,-98.477843
1861,5415 Blanco Rd,78216-7036,29.502282,-98.507773
1862,4611 Houston St E,78220-1713,29.424025,-98.40223
1863,301 Altgelt Ave,78201-2603,29.482843,-98.549765
1864,101 Shasta Ave,78221-1623,29.354927,-98.502754
1865,300 Tuttle Rd,78209-6147,29.473811,-98.440318
1866,109 Dover Rd,78209-6169,29.470566,-98.444675
1867,643 Ware Blvd,78221-1939,29.348941,-98.490481
1868,7930 Flores St S,78221-2416,29.346673,-98.486634
1869,2509 Leal St,78207-2012,29.436689,-98.541171
1870,5800 Kingston,78218,29.502825,-98.409455
1871,300 Tuttle Rd,78209-6147,29.473811,-98.440318
1872,634 Gramercy Place W,78212-2767,29.460606,-98.504224
1873,12506 Millset Way,78253-5287,29.430112,-98.742515
1874,10400 Nacogdoches Rd,78217,29.5343,-98.428684
1875,30 Morgans Blf,78216-8505,29.551512,-98.473679
1876,10787 Southton Rd,78223-4803,29.311121,-98.43175
1877,10762 Pleasanton Rd,78221-9688,29.281297,-98.500289
1878,202 Westover Rd,78209,29.473074,-98.467151
1879,2319 Chavaneaux E,78214-3700,29.320864,-98.458301
1880,209 Gladiola,78213-2508,29.514865,-98.522633
1881,127 Bayville,78226-1117,29.395416,-98.559738
1882,208 San Antonio Ave,78201-5312,29.453614,-98.528348
1883,433 Stadium Dr,78212,29.460019,-98.481342
1884,1438 Socorro St,78214-3446,29.316035,-98.473505
1885,1844 Poppy Mallow,78260-2444,29.682175,-98.461159
1886,4423 Hall Park Dr,78218-4314,29.487689,-98.406381
1887,8843 Grissom Rd,78251-2801,29.48027,-98.658889
1888,8400 Blanco Rd,78216-3037,29.544546,-98.507584
